Learning rate: 0.01,Epochs: 15,Batch size: 8,Number of channels: 256,L2 coefficient: 0.0001
Learning rate: 0.01,Epochs: 15,Batch size: 8,Number of channels: 256,L2 coefficient: 0.0001
Iteration,won_random,lost_random,draw_random,winning rate,new_model,won_mcts,lost_mcts,draw_mcts,winning rate
1,24,12,4,0.6,False
2,26,11,3,0.65,False
3,21,13,6,0.525,False
